word,avg_green,avg_yellow,avg_grey,entropy,avg_green_scaled,avg_yellow_scaled,avg_grey_scaled,entropy_scaled,TYPE,GREEN,YELLOW,GREY,ENTROPY
lurch,0.3,0.85,3.85,4.81,0.353,0.489,0.468,0.741,,,,,
plush,0.29,0.99,3.73,4.85,0.341,0.569,0.412,0.747,,,,,
crook,0.35,0.62,4.03,4.3,0.412,0.356,0.551,0.661,,,,,
budge,0.35,0.81,3.84,4.84,0.412,0.466,0.463,0.745,,,,,
quell,0.27,0.75,3.98,3.69,0.318,0.431,0.528,0.567,,,,,
ozone,0.32,0.81,3.87,3.93,0.376,0.466,0.477,0.604,,,,,
thump,0.21,0.67,4.12,4.3,0.247,0.385,0.593,0.661,,,,,
ruler,0.45,0.92,3.63,4.87,0.529,0.529,0.366,0.750,,,,,
wryly,0.31,0.55,4.14,3.87,0.365,0.316,0.602,0.595,,,,,
amaze,0.33,0.8,3.87,3.97,0.388,0.460,0.477,0.610,,,,,
vista,0.26,1.28,3.46,5.15,0.306,0.736,0.287,0.793,,,,,
grape,0.42,1.17,3.41,5.52,0.494,0.672,0.264,0.851,,,,,
noose,0.46,1.17,3.38,5.07,0.541,0.672,0.250,0.781,,,,,
shied,0.57,1.12,3.32,5.65,0.671,0.644,0.222,0.871,,,,,
strut,0.35,0.96,3.69,4.66,0.412,0.552,0.394,0.717,,,,,
furor,0.33,0.61,4.06,4.25,0.388,0.351,0.565,0.654,,,,,
taper,0.51,1.24,3.25,5.86,0.600,0.713,0.190,0.904,,,,,
husky,0.3,0.75,3.96,4.82,0.353,0.431,0.519,0.742,,,,,
amuse,0.31,1.48,3.22,5.36,0.365,0.851,0.176,0.826,,,,,
caste,0.51,1.44,3.05,5.9,0.600,0.828,0.097,0.910,,,,,
lurid,0.35,0.95,3.7,5.3,0.412,0.546,0.398,0.817,,,,,
adage,0.35,0.95,3.7,4.37,0.412,0.546,0.398,0.672,,,,,
modal,0.34,1.05,3.61,5.27,0.400,0.603,0.356,0.812,,,,,
jelly,0.37,0.63,4.01,4.1,0.435,0.362,0.542,0.630,,,,,
swarm,0.34,1.16,3.5,5.1,0.400,0.667,0.306,0.786,,,,,
pizza,0.2,0.66,4.14,3.69,0.235,0.379,0.602,0.567,,,,,
wager,0.5,1.03,3.48,5.35,0.588,0.592,0.296,0.825,,,,,
havoc,0.29,0.86,3.86,4.31,0.341,0.494,0.472,0.663,,,,,
lingo,0.28,0.98,3.74,5.11,0.329,0.563,0.417,0.787,,,,,
fiend,0.39,0.96,3.64,5.05,0.459,0.552,0.370,0.778,,,,,
yeast,0.36,1.53,3.11,5.59,0.424,0.879,0.125,0.862,,,,,
snort,0.39,1.32,3.3,5.65,0.459,0.759,0.213,0.871,,,,,
burly,0.42,0.65,3.93,5.22,0.494,0.374,0.505,0.804,,,,,
stoic,0.32,1.27,3.42,5.26,0.376,0.730,0.269,0.811,,,,,
blitz,0.33,0.66,4,4.36,0.388,0.379,0.537,0.671,,,,,
bawdy,0.4,0.55,4.05,4.74,0.471,0.316,0.560,0.730,,,,,
skull,0.31,0.76,3.93,4.2,0.365,0.437,0.505,0.646,,,,,
vying,0.21,0.6,4.19,4.05,0.247,0.345,0.625,0.623,,,,,
drier,0.51,0.87,3.62,4.99,0.600,0.500,0.361,0.769,,,,,
chalk,0.36,0.79,3.85,4.84,0.424,0.454,0.468,0.745,,,,,
feast,0.42,1.44,3.14,5.58,0.494,0.828,0.139,0.860,,,,,
ruddy,0.29,0.56,4.15,4.33,0.341,0.322,0.606,0.666,,,,,
crumb,0.27,0.7,4.03,4.44,0.318,0.402,0.551,0.683,,,,,
dummy,0.29,0.35,4.36,4.07,0.341,0.201,0.704,0.626,,,,,
chick,0.32,0.39,4.3,3.93,0.376,0.224,0.676,0.604,,,,,
canal,0.43,0.72,3.86,4.69,0.506,0.414,0.472,0.722,,,,,
slash,0.42,0.96,3.62,4.76,0.494,0.552,0.361,0.733,,,,,
smirk,0.34,1.03,3.63,5.05,0.400,0.592,0.366,0.778,,,,,
shiny,0.47,0.82,3.71,5.31,0.553,0.471,0.403,0.818,,,,,
leash,0.38,1.55,3.07,5.63,0.447,0.891,0.106,0.868,,,,,
cloak,0.34,1,3.67,5.08,0.400,0.575,0.384,0.783,,,,,
brook,0.34,0.56,4.1,4.2,0.400,0.322,0.583,0.646,,,,,
slant,0.48,1.27,3.26,5.86,0.565,0.730,0.194,0.904,,,,,
ebony,0.29,1.07,3.64,4.84,0.341,0.615,0.370,0.745,,,,,
foamy,0.47,0.64,3.89,4.92,0.553,0.368,0.486,0.758,,,,,
toxic,0.29,0.8,3.91,4.43,0.341,0.460,0.495,0.682,,,,,
cobra,0.35,1.06,3.59,5.2,0.412,0.609,0.347,0.801,,,,,
waver,0.49,0.97,3.54,5.18,0.576,0.557,0.324,0.798,,,,,
ounce,0.35,1.12,3.53,5.16,0.412,0.644,0.319,0.795,,,,,
revel,0.43,0.83,3.74,4.48,0.506,0.477,0.417,0.689,,,,,
salve,0.52,1.32,3.16,5.58,0.612,0.759,0.148,0.860,,,,,
booty,0.51,0.35,4.14,4.65,0.600,0.201,0.602,0.716,,,,,
drone,0.45,1.22,3.33,5.68,0.529,0.701,0.227,0.876,,,,,
niche,0.29,1.1,3.61,4.93,0.341,0.632,0.356,0.759,,,,,
greed,0.5,0.73,3.77,4.71,0.588,0.420,0.431,0.725,,,,,
taboo,0.31,0.85,3.85,4.38,0.365,0.489,0.468,0.674,,,,,
flare,0.45,1.27,3.28,5.53,0.529,0.730,0.204,0.852,,,,,
spasm,0.34,0.88,3.78,4.36,0.400,0.506,0.435,0.671,,,,,
amber,0.35,1.23,3.41,5.2,0.412,0.707,0.264,0.801,,,,,
alloy,0.34,0.84,3.82,4.59,0.400,0.483,0.454,0.707,,,,,
geese,0.43,0.75,3.82,4.05,0.506,0.431,0.454,0.623,,,,,
metro,0.3,1.36,3.35,5.36,0.353,0.782,0.236,0.826,,,,,
dully,0.37,0.43,4.2,4.46,0.435,0.247,0.630,0.686,,,,,
drown,0.29,0.91,3.8,4.81,0.341,0.523,0.444,0.741,,,,,
chess,0.54,0.86,3.61,4.67,0.635,0.494,0.356,0.719,,,,,
broth,0.38,0.85,3.77,5.04,0.447,0.489,0.431,0.776,,,,,
whirl,0.29,0.86,3.85,4.71,0.341,0.494,0.468,0.725,,,,,
fussy,0.34,0.56,4.1,4.18,0.400,0.322,0.583,0.643,,,,,
junta,0.26,0.85,3.89,4.67,0.306,0.489,0.486,0.719,,,,,
aorta,0.4,0.98,3.62,4.96,0.471,0.563,0.361,0.764,,,,,
ached,0.35,1.16,3.49,4.98,0.412,0.667,0.301,0.767,,,,,
amici,0.22,0.8,3.98,4.02,0.259,0.460,0.528,0.618,,,,,
asses,0.58,0.91,3.52,4.45,0.682,0.523,0.315,0.685,,,,,
babel,0.51,0.88,3.61,4.81,0.600,0.506,0.356,0.741,,,,,
babes,0.74,0.86,3.4,5.35,0.871,0.494,0.259,0.825,,,,,
barry,0.5,0.53,3.98,4.8,0.588,0.305,0.528,0.739,,,,,
bayed,0.54,0.89,3.57,5.43,0.635,0.511,0.338,0.837,,,,,
beeps,0.57,0.76,3.67,4.77,0.671,0.437,0.384,0.734,,,,,
betty,0.43,0.66,3.92,4.59,0.506,0.379,0.500,0.707,,,,,
blest,0.36,1.41,3.24,5.43,0.424,0.810,0.185,0.837,,,,,
bogus,0.56,0.69,3.75,5.24,0.659,0.397,0.421,0.807,,,,,
bouts,0.64,0.77,3.59,5.73,0.753,0.443,0.347,0.884,,,,,
bowls,0.6,0.75,3.66,5.35,0.706,0.431,0.380,0.825,,,,,
bronc,0.35,0.87,3.77,4.93,0.412,0.500,0.431,0.759,,,,,
bulbs,0.51,0.59,3.9,4.66,0.600,0.339,0.491,0.717,,,,,
busts,0.55,0.53,3.92,4.8,0.647,0.305,0.500,0.739,,,,,
cadre,0.48,1.24,3.28,5.61,0.565,0.713,0.204,0.865,,,,,
cakes,0.74,1.03,3.24,5.92,0.871,0.592,0.185,0.913,,,,,
canto,0.42,1.03,3.55,5.44,0.494,0.592,0.329,0.839,,,,,
chips,0.54,0.73,3.73,5.2,0.635,0.420,0.412,0.801,,,,,
chops,0.53,0.79,3.68,5.25,0.624,0.454,0.389,0.809,,,,,
claws,0.56,0.94,3.5,5.35,0.659,0.540,0.306,0.825,,,,,
cocky,0.41,0.33,4.26,4.26,0.482,0.190,0.657,0.655,,,,,
cohen,0.5,0.95,3.55,5.22,0.588,0.546,0.329,0.804,,,,,
coney,0.62,0.81,3.57,5.66,0.729,0.466,0.338,0.873,,,,,
coons,0.68,0.58,3.74,5.12,0.800,0.333,0.417,0.789,,,,,
cores,0.8,1.13,3.07,6.37,0.941,0.649,0.106,0.983,,,,,
cribs,0.57,0.88,3.55,5.4,0.671,0.506,0.329,0.832,,,,,
curbs,0.54,0.81,3.66,5.35,0.635,0.466,0.380,0.825,,,,,
cures,0.72,1.05,3.23,6.07,0.847,0.603,0.181,0.936,,,,,
curia,0.33,1.08,3.6,5.47,0.388,0.621,0.352,0.843,,,,,
cysts,0.49,0.62,3.89,4.41,0.576,0.356,0.486,0.679,,,,,
diets,0.58,1.25,3.18,5.93,0.682,0.718,0.157,0.915,,,,,
dimes,0.66,1.02,3.32,5.91,0.776,0.586,0.222,0.911,,,,,
dined,0.5,0.76,3.74,5.04,0.588,0.437,0.417,0.776,,,,,
erred,0.48,0.63,3.89,4.11,0.565,0.362,0.486,0.632,,,,,
fares,0.79,1.14,3.07,6.23,0.929,0.655,0.106,0.961,,,,,
fates,0.75,1.11,3.14,5.99,0.882,0.638,0.139,0.924,,,,,
feats,0.64,1.22,3.14,5.94,0.753,0.701,0.139,0.916,,,,,
flats,0.6,1.01,3.39,5.68,0.706,0.580,0.255,0.876,,,,,
flory,0.39,0.82,3.79,5.01,0.459,0.471,0.440,0.772,,,,,
folds,0.59,0.85,3.56,5.45,0.694,0.489,0.333,0.840,,,,,
fords,0.62,0.88,3.51,5.59,0.729,0.506,0.310,0.862,,,,,
fused,0.46,1.07,3.48,5.27,0.541,0.615,0.296,0.812,,,,,
fuses,0.65,0.67,3.68,4.86,0.765,0.385,0.389,0.748,,,,,
gaped,0.51,0.93,3.56,5.39,0.600,0.534,0.333,0.831,,,,,
grabs,0.54,0.99,3.47,5.49,0.635,0.569,0.292,0.846,,,,,
grits,0.59,0.95,3.46,5.72,0.694,0.546,0.287,0.882,,,,,
gusts,0.51,0.57,3.92,4.68,0.600,0.328,0.500,0.720,,,,,
herbs,0.53,1.16,3.32,5.49,0.624,0.667,0.222,0.846,,,,,
herry,0.41,0.77,3.82,4.66,0.482,0.443,0.454,0.717,,,,,
hoops,0.59,0.55,3.87,4.78,0.694,0.316,0.477,0.736,,,,,
howls,0.55,0.81,3.64,5.28,0.647,0.466,0.370,0.814,,,,,
hulks,0.49,0.73,3.78,5.2,0.576,0.420,0.435,0.801,,,,,
jails,0.62,0.9,3.48,5.42,0.729,0.517,0.296,0.835,,,,,
jesse,0.36,0.72,3.93,3.47,0.424,0.414,0.505,0.533,,,,,
keyed,0.42,0.56,4.02,4.22,0.494,0.322,0.546,0.649,,,,,
kicks,0.45,0.62,3.93,4.54,0.529,0.356,0.505,0.699,,,,,
laity,0.5,0.91,3.6,5.55,0.588,0.523,0.352,0.856,,,,,
leaks,0.59,1.29,3.13,5.92,0.694,0.741,0.134,0.913,,,,,
lolly,0.45,0.31,4.24,4.01,0.529,0.178,0.648,0.616,,,,,
loper,0.5,1.19,3.32,5.69,0.588,0.684,0.222,0.877,,,,,
lords,0.6,1.09,3.3,5.9,0.706,0.626,0.213,0.910,,,,,
lumps,0.46,0.8,3.74,5.26,0.541,0.460,0.417,0.811,,,,,
lured,0.49,1.08,3.43,5.67,0.576,0.621,0.273,0.874,,,,,
masks,0.57,0.59,3.84,4.85,0.671,0.339,0.463,0.747,,,,,
messy,0.37,0.96,3.68,4.65,0.435,0.552,0.389,0.716,,,,,
mined,0.51,0.89,3.6,5.62,0.600,0.511,0.352,0.866,,,,,
monic,0.35,0.82,3.84,5.08,0.412,0.471,0.463,0.783,,,,,
moons,0.65,0.56,3.79,5.06,0.765,0.322,0.440,0.780,,,,,
mules,0.67,1,3.34,5.91,0.788,0.575,0.231,0.911,,,,,
muted,0.46,0.88,3.66,5.31,0.541,0.506,0.380,0.818,,,,,
nests,0.52,1.05,3.43,5.14,0.612,0.603,0.273,0.792,,,,,
nouns,0.58,0.66,3.76,4.96,0.682,0.379,0.426,0.764,,,,,
oaths,0.51,1.18,3.31,5.54,0.600,0.678,0.218,0.854,,,,,
oiled,0.46,1.2,3.34,5.69,0.541,0.690,0.231,0.877,,,,,
packs,0.56,0.8,3.64,5.45,0.659,0.460,0.370,0.840,,,,,
panes,0.77,1.09,3.14,6.27,0.906,0.626,0.139,0.967,,,,,
pasha,0.31,0.92,3.78,4.47,0.365,0.529,0.435,0.688,,,,,
pedro,0.29,1.3,3.41,5.19,0.341,0.747,0.264,0.800,,,,,
peony,0.45,0.94,3.61,5.38,0.529,0.540,0.356,0.829,,,,,
pleas,0.54,1.39,3.07,5.97,0.635,0.799,0.106,0.921,,,,,
plows,0.51,0.86,3.64,5.21,0.600,0.494,0.370,0.803,,,,,
pokes,0.71,0.93,3.37,5.85,0.835,0.534,0.245,0.902,,,,,
pores,0.78,1.11,3.11,6.36,0.918,0.638,0.125,0.981,,,,,
romeo,0.46,0.91,3.63,4.83,0.541,0.523,0.366,0.744,,,,,
secco,0.35,1.23,3.42,4.63,0.412,0.707,0.269,0.713,,,,,
sheaf,0.33,1.39,3.28,5.13,0.388,0.799,0.204,0.790,,,,,
shred,0.55,1.21,3.24,5.69,0.647,0.695,0.185,0.877,,,,,
sired,0.61,1.29,3.11,6.17,0.718,0.741,0.125,0.952,,,,,
soaps,0.71,0.7,3.59,5.24,0.835,0.402,0.347,0.807,,,,,
sofas,0.63,0.72,3.65,4.9,0.741,0.414,0.375,0.755,,,,,
solos,0.67,0.47,3.86,4.58,0.788,0.270,0.472,0.705,,,,,
sores,0.85,0.89,3.26,5.82,1.000,0.511,0.194,0.898,,,,,
spurs,0.54,0.64,3.82,4.75,0.635,0.368,0.454,0.731,,,,,
stirs,0.6,0.82,3.58,5.14,0.706,0.471,0.343,0.792,,,,,
studs,0.53,0.63,3.84,4.64,0.624,0.362,0.463,0.714,,,,,
supra,0.32,1.28,3.4,5.45,0.376,0.736,0.259,0.840,,,,,
taras,0.64,0.93,3.44,5.56,0.753,0.534,0.278,0.857,,,,,
taxis,0.55,0.95,3.5,5.34,0.647,0.546,0.306,0.823,,,,,
tiers,0.57,1.4,3.03,6.12,0.671,0.805,0.088,0.944,,,,,
tolls,0.62,0.8,3.58,5.28,0.729,0.460,0.343,0.814,,,,,
toner,0.55,1.2,3.25,5.94,0.647,0.690,0.190,0.916,,,,,
trays,0.54,1.15,3.31,5.75,0.635,0.661,0.218,0.887,,,,,
trill,0.37,0.84,3.79,4.67,0.435,0.483,0.440,0.719,,,,,
tuned,0.48,0.95,3.57,5.5,0.565,0.546,0.338,0.848,,,,,
tusks,0.48,0.57,3.95,4.63,0.565,0.328,0.514,0.713,,,,,
typed,0.37,0.95,3.69,5.05,0.435,0.546,0.394,0.778,,,,,
veils,0.57,1.12,3.31,5.51,0.671,0.644,0.218,0.849,,,,,
wards,0.6,0.97,3.44,5.67,0.706,0.557,0.278,0.874,,,,,
warns,0.63,0.96,3.41,5.75,0.741,0.552,0.264,0.887,,,,,
zones,0.7,0.94,3.36,5.59,0.824,0.540,0.241,0.862,,,,,
blush,0.3,0.94,3.76,4.83,0.353,0.540,0.426,0.744,,,,,
colon,0.4,0.65,3.95,4.54,0.471,0.374,0.514,0.699,,,,,
adobe,0.3,1.33,3.37,5.03,0.353,0.764,0.245,0.775,,,,,
crate,0.51,1.28,3.21,5.88,0.600,0.736,0.171,0.907,,,,,
spike,0.43,1.15,3.42,5.37,0.506,0.661,0.269,0.828,,,,,
crass,0.62,0.85,3.53,5.15,0.729,0.489,0.319,0.793,,,,,
swirl,0.35,1.16,3.49,5.17,0.412,0.667,0.301,0.797,,,,,
bleed,0.51,0.67,3.82,4.62,0.600,0.385,0.454,0.711,,,,,
flick,0.31,0.64,4.05,4.43,0.365,0.368,0.560,0.682,,,,,
aback,0.26,0.57,4.17,3.67,0.306,0.328,0.616,0.564,,,,,
dowry,0.39,0.71,3.91,5,0.459,0.408,0.495,0.770,,,,,
belch,0.35,0.96,3.69,4.8,0.412,0.552,0.394,0.739,,,,,
comet,0.56,0.93,3.51,5.44,0.659,0.534,0.310,0.839,,,,,
fling,0.32,0.7,3.98,4.63,0.376,0.402,0.528,0.713,,,,,
click,0.34,0.52,4.14,4.11,0.400,0.299,0.602,0.632,,,,,
finer,0.5,1.01,3.5,5.5,0.588,0.580,0.306,0.848,,,,,
usher,0.29,1.44,3.28,5,0.341,0.828,0.204,0.770,,,,,
conic,0.38,0.64,3.98,4.53,0.447,0.368,0.528,0.697,,,,,
sonic,0.43,1.1,3.47,5.47,0.506,0.632,0.292,0.843,,,,,
brake,0.47,1.08,3.46,5.44,0.553,0.621,0.287,0.839,,,,,
pluck,0.27,0.63,4.1,4.4,0.318,0.362,0.583,0.677,,,,,
craze,0.44,1.09,3.47,5.15,0.518,0.626,0.292,0.793,,,,,
unify,0.25,0.64,4.1,4.33,0.294,0.368,0.583,0.666,,,,,
banal,0.42,0.66,3.93,4.63,0.494,0.379,0.505,0.713,,,,,
prick,0.34,0.72,3.94,4.79,0.400,0.414,0.509,0.738,,,,,
knoll,0.24,0.71,4.04,4,0.282,0.408,0.556,0.615,,,,,
perky,0.41,0.87,3.73,5.25,0.482,0.500,0.412,0.809,,,,,
robin,0.32,0.99,3.69,5.18,0.376,0.569,0.394,0.798,,,,,
tacit,0.38,0.79,3.84,4.61,0.447,0.454,0.463,0.710,,,,,
chant,0.41,0.86,3.73,5.2,0.482,0.494,0.412,0.801,,,,,
mourn,0.37,0.85,3.78,5.16,0.435,0.489,0.435,0.795,,,,,
purge,0.39,0.95,3.66,5.25,0.459,0.546,0.380,0.809,,,,,
epoxy,0.23,0.94,3.83,4.13,0.271,0.540,0.458,0.635,,,,,
natal,0.33,0.9,3.77,4.69,0.388,0.517,0.431,0.722,,,,,
comma,0.33,0.74,3.92,4.43,0.388,0.425,0.500,0.682,,,,,
stair,0.4,1.44,3.16,5.79,0.471,0.828,0.148,0.893,,,,,
chunk,0.3,0.53,4.17,4.43,0.353,0.305,0.616,0.682,,,,,
trash,0.36,1.35,3.29,5.55,0.424,0.776,0.208,0.856,,,,,
canny,0.5,0.47,4.03,4.68,0.588,0.270,0.551,0.720,,,,,
slung,0.35,0.98,3.67,5.05,0.412,0.563,0.384,0.778,,,,,
tipsy,0.34,1.01,3.66,5.19,0.400,0.580,0.380,0.800,,,,,
bayou,0.3,0.87,3.83,4.7,0.353,0.500,0.458,0.724,,,,,
madam,0.32,0.45,4.24,3.57,0.376,0.259,0.648,0.548,,,,,
trite,0.47,0.99,3.54,5.14,0.553,0.569,0.324,0.792,,,,,
cramp,0.35,0.9,3.75,4.99,0.412,0.517,0.421,0.769,,,,,
smear,0.35,1.63,3.03,5.69,0.412,0.937,0.088,0.877,,,,,
shrug,0.31,0.99,3.7,4.81,0.365,0.569,0.398,0.741,,,,,
inter,0.35,1.34,3.31,5.45,0.412,0.770,0.218,0.840,,,,,
chute,0.41,0.93,3.67,5.1,0.482,0.534,0.384,0.786,,,,,
bough,0.37,0.52,4.11,4.6,0.435,0.299,0.588,0.708,,,,,
sneak,0.33,1.48,3.19,5.48,0.388,0.851,0.162,0.845,,,,,
libel,0.42,0.83,3.75,4.57,0.494,0.477,0.421,0.703,,,,,
inept,0.22,1.27,3.51,4.93,0.259,0.730,0.310,0.759,,,,,
vault,0.38,0.84,3.77,4.83,0.447,0.483,0.431,0.744,,,,,
crave,0.45,1.12,3.43,5.29,0.529,0.644,0.273,0.815,,,,,
pique,0.33,0.82,3.85,4.3,0.388,0.471,0.468,0.661,,,,,
valet,0.52,1.09,3.39,5.35,0.612,0.626,0.255,0.825,,,,,
genre,0.43,0.83,3.74,4.69,0.506,0.477,0.417,0.722,,,,,
plume,0.36,0.95,3.7,5.05,0.424,0.546,0.398,0.778,,,,,
sedan,0.38,1.54,3.08,5.72,0.447,0.885,0.111,0.882,,,,,
gusty,0.34,0.86,3.8,5.17,0.400,0.494,0.444,0.797,,,,,
lefty,0.36,1,3.65,4.99,0.424,0.575,0.375,0.769,,,,,
leaky,0.42,1.07,3.51,5.36,0.494,0.615,0.310,0.826,,,,,
grind,0.4,0.79,3.82,5.13,0.471,0.454,0.454,0.790,,,,,
sheen,0.51,0.93,3.56,4.82,0.600,0.534,0.333,0.742,,,,,
eerie,0.41,0.77,3.82,4.24,0.482,0.443,0.454,0.652,,,,,
erupt,0.28,1.22,3.5,5.08,0.329,0.701,0.306,0.783,,,,,
jiffy,0.24,0.27,4.49,3.19,0.282,0.155,0.764,0.489,,,,,
arson,0.28,1.57,3.16,5.6,0.329,0.902,0.148,0.863,,,,,
dowel,0.47,1,3.54,5.31,0.553,0.575,0.324,0.818,,,,,
palsy,0.45,1.06,3.49,5.57,0.529,0.609,0.301,0.859,,,,,
idiot,0.24,0.85,3.91,4.12,0.282,0.489,0.495,0.634,,,,,
goody,0.44,0.35,4.22,4.42,0.518,0.201,0.639,0.680,,,,,
patio,0.35,1.1,3.55,5.35,0.412,0.632,0.329,0.825,,,,,
lymph,0.16,0.7,4.14,4.1,0.188,0.402,0.602,0.630,,,,,
gusto,0.26,1.15,3.59,5.12,0.306,0.661,0.347,0.789,,,,,
venom,0.26,1.05,3.69,4.61,0.306,0.603,0.394,0.710,,,,,
birch,0.36,0.73,3.91,4.78,0.424,0.420,0.495,0.736,,,,,
nicer,0.41,1.19,3.4,5.45,0.482,0.684,0.259,0.840,,,,,
lanky,0.43,0.75,3.83,5.27,0.506,0.431,0.458,0.812,,,,,
flier,0.5,1.07,3.43,5.41,0.588,0.615,0.273,0.834,,,,,
rabid,0.37,1.01,3.62,5.31,0.435,0.580,0.361,0.818,,,,,
poppy,0.38,0.23,4.4,3.73,0.447,0.132,0.722,0.573,,,,,
fritz,0.34,0.69,3.98,4.35,0.400,0.397,0.528,0.669,,,,,
hovel,0.47,0.92,3.62,4.98,0.553,0.529,0.361,0.767,,,,,
sushi,0.27,0.83,3.9,4.26,0.318,0.477,0.491,0.655,,,,,
fetid,0.36,1.05,3.59,5.06,0.424,0.603,0.347,0.780,,,,,
stung,0.31,1,3.69,4.95,0.365,0.575,0.394,0.762,,,,,
hazel,0.46,0.98,3.57,4.89,0.541,0.563,0.338,0.753,,,,,
rouse,0.45,1.46,3.09,5.9,0.529,0.839,0.116,0.910,,,,,
ensue,0.25,1.21,3.54,4.42,0.294,0.695,0.324,0.680,,,,,
bilge,0.42,0.96,3.63,5.18,0.494,0.552,0.366,0.798,,,,,
hotly,0.42,0.77,3.81,5.18,0.494,0.443,0.449,0.798,,,,,
drawl,0.32,1.04,3.64,4.9,0.376,0.598,0.370,0.755,,,,,
idyll,0.14,0.76,4.09,3.67,0.165,0.437,0.579,0.564,,,,,
nudge,0.29,0.98,3.73,4.86,0.341,0.563,0.412,0.748,,,,,
harem,0.51,1.1,3.39,5.5,0.600,0.632,0.255,0.848,,,,,
glint,0.37,0.84,3.79,5.13,0.435,0.483,0.440,0.790,,,,,
regal,0.29,1.46,3.25,5.47,0.341,0.839,0.190,0.843,,,,,
pouch,0.37,0.61,4.02,4.75,0.435,0.351,0.546,0.731,,,,,
relay,0.39,1.37,3.25,5.74,0.459,0.787,0.190,0.885,,,,,
amass,0.5,0.56,3.93,3.98,0.588,0.322,0.505,0.612,,,,,
frock,0.33,0.74,3.94,4.54,0.388,0.425,0.509,0.699,,,,,
buyer,0.43,0.89,3.68,5.14,0.506,0.511,0.389,0.792,,,,,
tasty,0.45,0.89,3.66,5.02,0.529,0.511,0.380,0.773,,,,,
ashen,0.31,1.55,3.14,5.23,0.365,0.891,0.139,0.806,,,,,
missy,0.35,0.7,3.95,4.52,0.412,0.402,0.514,0.696,,,,,
grunt,0.35,0.81,3.85,5.05,0.412,0.466,0.468,0.778,,,,,
angst,0.24,1.33,3.44,5.06,0.282,0.764,0.278,0.780,,,,,
adore,0.35,1.51,3.14,5.54,0.412,0.868,0.139,0.854,,,,,
roach,0.41,1.03,3.56,5.19,0.482,0.592,0.333,0.800,,,,,
align,0.3,1.05,3.65,5.1,0.353,0.603,0.375,0.786,,,,,
strap,0.32,1.39,3.29,5.53,0.376,0.799,0.208,0.852,,,,,
heady,0.42,1.03,3.55,5.29,0.494,0.592,0.329,0.815,,,,,
bonus,0.6,0.76,3.64,5.59,0.706,0.437,0.370,0.862,,,,,
amend,0.29,1.25,3.46,5.11,0.341,0.718,0.287,0.787,,,,,
glide,0.39,1.06,3.55,5.26,0.459,0.609,0.329,0.811,,,,,
slang,0.41,1.17,3.42,5.46,0.482,0.672,0.269,0.842,,,,,
puppy,0.29,0.15,4.56,3.46,0.341,0.086,0.796,0.531,,,,,
agile,0.37,1.3,3.33,5.42,0.435,0.747,0.227,0.835,,,,,
broil,0.36,1.02,3.62,5.25,0.424,0.586,0.361,0.809,,,,,
shove,0.43,1.16,3.41,5.15,0.506,0.667,0.264,0.793,,,,,
flank,0.36,0.79,3.86,4.8,0.424,0.454,0.472,0.739,,,,,
nadir,0.33,1.15,3.52,5.38,0.388,0.661,0.315,0.829,,,,,
prowl,0.3,0.91,3.79,4.78,0.353,0.523,0.440,0.736,,,,,
bevel,0.46,0.57,3.97,4.14,0.541,0.328,0.523,0.637,,,,,
annoy,0.3,0.81,3.89,4.46,0.353,0.466,0.486,0.686,,,,,
dirge,0.41,1.1,3.5,5.4,0.482,0.632,0.306,0.832,,,,,
horde,0.46,1.12,3.42,5.5,0.541,0.644,0.269,0.848,,,,,
locus,0.53,0.97,3.51,5.51,0.624,0.557,0.310,0.849,,,,,
cider,0.49,1.09,3.43,5.59,0.576,0.626,0.273,0.862,,,,,
recur,0.28,0.98,3.74,4.32,0.329,0.563,0.417,0.665,,,,,
carol,0.43,1.16,3.41,5.55,0.506,0.667,0.264,0.856,,,,,
plied,0.52,0.96,3.52,5.47,0.612,0.552,0.315,0.843,,,,,
wispy,0.31,0.83,3.86,4.78,0.365,0.477,0.472,0.736,,,,,
bugle,0.39,0.87,3.74,5,0.459,0.500,0.417,0.770,,,,,
windy,0.35,0.57,4.08,4.86,0.412,0.328,0.574,0.748,,,,,
terse,0.45,1.25,3.31,5.26,0.529,0.718,0.218,0.811,,,,,
suave,0.48,1.22,3.3,5.33,0.565,0.701,0.213,0.821,,,,,
drake,0.44,1.19,3.38,5.46,0.518,0.684,0.250,0.842,,,,,
broom,0.32,0.62,4.06,4.21,0.376,0.356,0.565,0.648,,,,,
torch,0.39,0.91,3.7,5.15,0.459,0.523,0.398,0.793,,,,,
quake,0.37,0.87,3.76,4.46,0.435,0.500,0.426,0.686,,,,,
lasso,0.33,1.23,3.44,4.79,0.388,0.707,0.278,0.738,,,,,
cocoa,0.34,0.6,4.06,3.81,0.400,0.345,0.565,0.585,,,,,
puffy,0.27,0.27,4.46,3.67,0.318,0.155,0.750,0.564,,,,,
facet,0.53,1.01,3.46,5.23,0.624,0.580,0.287,0.806,,,,,
curio,0.33,0.99,3.69,5.28,0.388,0.569,0.394,0.814,,,,,
audio,0.23,1.16,3.6,5.07,0.271,0.667,0.352,0.781,,,,,
fable,0.46,1.03,3.51,5.11,0.541,0.592,0.310,0.787,,,,,
navel,0.45,1.11,3.44,5.22,0.529,0.638,0.278,0.804,,,,,
spurt,0.35,1.11,3.54,5.3,0.412,0.638,0.324,0.817,,,,,
